date,region,category,channel,team,revenue,cost,profit,volume,conversion_rate,customer_acquisition,churn_rate,sla_breach,backlog,customer_satisfaction
2024-01-31,East,A,Online,Team2,120598.43705773722,81971.1429482186,38627.29410951861,846,0.12896585475370356,101,0.027964725334578187,27,79,3.5533877717982385
2024-01-31,East,A,Online,Team3,123460.42850165312,87855.23063021788,35605.197871435244,1145,0.08177455203908203,166,0.02485237799703186,18,61,4.031638827738551
2024-01-31,East,A,Retail,Team1,120047.00225211318,75148.72089604138,44898.28135607179,1312,0.11096465608117731,145,0.052953599882367225,25,138,4.358256589733051
2024-01-31,East,A,Retail,Team2,131886.48132730206,91233.54331274526,40652.9380145568,1046,0.08334012893841541,193,0.029518786858549462,31,106,3.944443566731322
2024-01-31,East,A,Retail,Team3,138256.75493239745,84857.82910121728,53398.92583118017,846,0.08285101616232791,193,0.02587004963906009,25,134,4.115513302014735
2024-01-31,East,B,Online,Team1,98737.1592430342,65144.37935871499,33592.77988431921,1321,0.146440201211397,149,0.02271824058632267,19,68,4.154077136154114
2024-01-31,East,B,Online,Team2,93761.08409017575,68302.46285741137,25458.621232764373,1124,0.12787746385786986,65,0.02423412484402579,32,51,3.534464703704108
2024-01-31,East,B,Online,Team3,103235.81348393521,70852.9198241634,32382.893659771813,1489,0.12013569291703532,82,0.047495173429491,28,92,4.723904251409483
2024-01-31,East,B,Retail,Team1,100630.47413912014,66206.33820971062,34424.13592940952,1216,0.12560393403004516,92,0.03174746808735779,22,61,3.6310114017906545
2024-01-31,East,B,Retail,Team2,97567.83616973819,63208.96600763902,34358.87016209917,1401,0.1038437198624968,164,0.036911286486403995,13,107,4.405758314973395
2024-01-31,East,B,Retail,Team3,101037.9913064286,70154.86306663511,30883.128239793485,1212,0.08274304286729524,70,0.07805483309121485,13,59,4.0505122250005545
2024-01-31,East,C,Online,Team1,109352.11948907758,77612.35660766279,31739.76288141479,1347,0.10604126600549482,145,0.04044821241518107,39,145,4.615936577395916
2024-01-31,East,C,Online,Team2,108440.08516184457,72042.07342647719,36398.011735367385,1324,0.13179361323131622,148,0.026187432130155956,26,111,4.1455295478880005
2024-01-31,East,C,Online,Team3,92275.00525701501,56748.91905248146,35526.08620453355,1411,0.08075863560362088,196,0.025477200607168016,16,77,4.735080557166047
2024-01-31,East,C,Retail,Team1,95786.32451756539,71130.06941033089,24656.255107234494,1305,0.12422860485188594,166,0.025502248835508865,21,74,4.219813968049541
2024-01-31,East,C,Retail,Team2,98287.05565884677,72696.97551907717,25590.080139769605,985,0.0840291132011651,171,0.046491830082402624,32,142,3.956189516317702
2024-01-31,East,C,Retail,Team3,101246.57270810977,62525.83875343472,38720.73395467505,1387,0.12816210071225273,194,0.026067360567367415,16,95,4.411259870896856
2024-01-31,West,A,Online,Team1,127644.80847190839,78211.24914798487,49433.55932392352,1138,0.12069137920587475,158,0.04223852882401345,29,66,4.731423150599016
2024-01-31,West,A,Online,Team2,131160.2496867882,98094.77167043989,33065.478016348294,931,0.10451527726902195,68,0.06662881495564621,31,88,4.051488612021069
2024-01-31,West,A,Online,Team3,128488.37878961847,86125.64418762013,42362.73460199834,857,0.13186817026374678,110,0.0693674211126016,16,50,4.385351255225982
2024-01-31,West,A,Retail,Team1,129977.18585504852,82616.87492717283,47360.31092787569,1304,0.10624094056665928,162,0.024973479301601254,10,87,4.0672365810885225
2024-01-31,West,A,Retail,Team2,120516.26389908539,73094.33337745968,47421.930521625705,1012,0.14950753572835102,196,0.07815815213714594,27,96,4.318218229575841
2024-01-31,West,A,Retail,Team3,132995.4666291457,93676.99320970624,39318.473419439455,1214,0.14970819625205595,103,0.055058858715386017,25,136,3.5590802944438953
2024-01-31,West,B,Online,Team1,99445.34032185245,68917.59877806871,30527.741543783734,807,0.09187759327268959,139,0.043296103039392325,37,99,3.8457193024535106
2024-01-31,West,B,Online,Team2,104881.54563240551,68597.95996137103,36283.58567103448,1301,0.08226211657767553,190,0.07465563106963055,38,55,4.734739887279501
2024-01-31,West,B,Online,Team3,103709.81508264733,68732.27524258415,34977.53984006318,1041,0.1186111510780849,54,0.02158201846983512,10,114,4.124481106426261
2024-01-31,West,B,Retail,Team1,107383.29312714815,80300.46499519449,27082.82813195366,1081,0.1066623599641715,135,0.06974985324239086,26,126,3.5825653784670015
2024-01-31,West,B,Retail,Team2,101712.28459003757,72468.64108910527,29243.643500932303,1236,0.12096046726278303,102,0.07668594379294567,19,132,3.821552532266157
2024-01-31,West,B,Retail,Team3,109557.64803254715,73138.67218944302,36418.97584310413,800,0.14678357190811056,53,0.03371856833020776,26,81,3.560965408128586
2024-01-31,West,C,Online,Team1,82609.15393181721,59867.32666865495,22741.827263162268,1105,0.13965270502229782,103,0.07807842592638937,39,143,4.529363191310523
2024-01-31,West,C,Online,Team2,98658.68469025244,67925.85173968002,30732.832950572425,1102,0.10943750450655526,134,0.058361681418454533,20,100,4.674096376279614
2024-01-31,West,C,Online,Team3,101015.56773973253,69823.2915474055,31192.27619232703,1134,0.11062324454166103,101,0.05284677841394669,10,137,4.683612661924255
2024-01-31,West,C,Retail,Team1,100247.86364649702,64629.18795845259,35618.67568804443,905,0.14036545961227215,182,0.06778830654043264,19,105,4.594718839524322
2024-01-31,West,C,Retail,Team2,100640.20534279231,65628.68671707214,35011.51862572017,925,0.1243380598021708,164,0.05223580500284421,32,104,4.2601959377339
2024-01-31,West,C,Retail,Team3,97593.30825360137,64415.98230340408,33177.325950197286,1319,0.0926047090644509,181,0.040740036999431795,12,145,4.116150132341734
2024-02-29,North,A,Online,Team1,126371.36976832229,79467.79586573213,46903.57390259016,1202,0.13752534457911145,141,0.04085715286896101,31,70,4.213329901969631
2024-02-29,North,A,Online,Team2,133820.23257758922,91019.641181216,42800.59139637323,1323,0.09444336028840547,83,0.027724903897978635,35,94,3.9180575940840376
2024-02-29,North,A,Online,Team3,131091.86982856537,92179.56958768469,38912.30024088068,855,0.1411505036874744,112,0.042637157914524354,26,75,4.628791439146263
2024-02-29,North,A,Retail,Team1,126799.42170963043,77687.15918055909,49112.26252907135,1052,0.14903798971067705,96,0.04222832616748292,31,63,4.303731202989384
2024-02-29,North,A,Retail,Team2,128167.37908655728,91270.63611453044,36896.74297202684,1325,0.09034173643343588,164,0.06280097515307315,24,72,4.165180674750366
2024-02-29,North,A,Retail,Team3,120339.34971879011,81808.73845028812,38530.61126850199,1073,0.11131886567764182,164,0.03454823021808378,34,77,3.526092557111044
2024-02-29,North,B,Online,Team1,95693.68683526704,62117.1264599641,33576.56037530294,1336,0.14233690965179263,74,0.06074613914866937,12,67,3.6129963745136506
2024-02-29,North,B,Online,Team2,97728.13326943493,66510.4429164702,31217.690352964724,833,0.11904195861653061,162,0.05386751255135848,19,90,3.9386808840334933
2024-02-29,North,B,Online,Team3,102129.98637047014,65021.35948786006,37108.62688261008,1114,0.1490560674155086,170,0.03423360750415967,31,70,3.6987168809396316
2024-02-29,North,B,Retail,Team1,105198.73718948857,67000.40867789996,38198.32851158861,1315,0.13955722624853023,111,0.0683518932044686,33,104,4.595008245887636
2024-02-29,North,B,Retail,Team2,101869.83164584785,75140.13948615809,26729.69215968976,1445,0.14825470140615998,143,0.03025325524340395,28,111,4.708188785865861
2024-02-29,North,B,Retail,Team3,105539.35973621214,72137.67572976298,33401.684006449155,1191,0.11336336388884884,93,0.032304653608967546,35,117,4.053067370201342
2024-02-29,North,C,Online,Team1,92862.28781058418,57316.97422687833,35545.31358370585,889,0.13374456510099872,87,0.05487429328535673,20,149,3.9168348498073686
2024-02-29,North,C,Online,Team2,101240.4247333069,69763.00139578819,31477.423337518718,1489,0.11179875805533698,54,0.023802498228366064,21,51,3.91905999846714
2024-02-29,North,C,Online,Team3,97990.15660551807,68811.1777349823,29178.97887053578,1349,0.10882886399030879,143,0.026401955006806165,14,111,4.4697668832133335
2024-02-29,North,C,Retail,Team1,104801.2554731768,69302.73778142255,35498.517691754256,1175,0.14936506335201732,125,0.04275371509782802,10,89,4.43807551597666
2024-02-29,North,C,Retail,Team2,103659.58446109423,74627.70368950641,29031.88077158782,1090,0.0914986058551695,54,0.03414150476389999,23,75,4.6802259696012705
2024-02-29,North,C,Retail,Team3,104481.75563326244,67644.56948649372,36837.18614676871,841,0.10747115751958447,89,0.047116916077942356,17,63,4.669567678879825
2024-02-29,South,A,Online,Team1,137439.62183484837,91508.90844102301,45930.713393825354,1464,0.10487537162728772,102,0.07438832665787282,28,88,3.651967452920873
2024-02-29,South,A,Online,Team2,144942.2526293309,107398.55934109028,37543.693288240625,1190,0.1311384395766511,91,0.028356324359803238,24,78,4.1440507143251555
2024-02-29,South,A,Online,Team3,136297.90462216543,102176.25472441326,34121.64989775217,1240,0.10182054474568837,82,0.022011946084146763,31,115,4.491196291462898
2024-02-29,South,A,Retail,Team1,141815.15396978267,103739.89044778691,38075.26352199576,917,0.1374880113270409,96,0.07078713750407109,33,101,4.016473477728478
2024-02-29,South,A,Retail,Team2,131678.53369961944,83535.24335569558,48143.29034392386,1484,0.13040255755822522,144,0.05590656207231362,13,85,4.431032797152838
2024-02-29,South,A,Retail,Team3,135786.50246522427,93672.9168266963,42113.58563852798,1459,0.09271184017609979,123,0.040551455430712605,15,121,4.0506759211466274
2024-02-29,South,B,Online,Team1,107068.44287978325,78885.65836051932,28182.784519263936,1415,0.11541220752191261,160,0.06356573516374404,20,125,3.6328764634927593
2024-02-29,South,B,Online,Team2,95494.17775828457,70456.80550821341,25037.37225007116,932,0.1445749566824107,121,0.059082032659294764,26,141,3.9867659806365485
2024-02-29,South,B,Online,Team3,99862.90557811261,62708.725006290406,37154.1805718222,800,0.14089274534434898,104,0.03364373725262676,24,70,3.9930974079012134
2024-02-29,South,B,Retail,Team1,100523.05378534377,71535.9694385012,28987.084346842574,1001,0.1361997414018608,166,0.05622329190380834,12,112,4.0388559594647155
2024-02-29,South,B,Retail,Team2,95221.25012064185,70251.21113557469,24970.038985067164,1439,0.09572233760579874,157,0.07476496777274773,31,73,4.250921540319011
2024-02-29,South,B,Retail,Team3,89076.82177608949,55657.603107368835,33419.218668720656,1300,0.144039213074767,78,0.0548353010166826,31,75,3.5170227935648337
2024-02-29,South,C,Online,Team1,97914.03914727304,72863.76499156178,25050.27415571126,1488,0.11901137582230335,135,0.025120980084718633,38,98,3.88947468529642
2024-02-29,South,C,Online,Team2,105583.34654324061,68258.6346098592,37324.711933381404,1014,0.10987522337357246,111,0.03230837842892043,38,98,3.5475145682025233
2024-02-29,South,C,Online,Team3,115849.63419845168,70651.6287952889,45198.00540316278,1389,0.12998414398528796,162,0.04404578365251956,15,100,3.7018123197099264
2024-02-29,South,C,Retail,Team1,97464.47772699989,61138.416169585595,36326.061557414294,854,0.1462280823493543,81,0.03633811128321797,28,83,4.031354422427525
2024-02-29,South,C,Retail,Team2,107678.3919657373,65044.683114666004,42633.7088510713,1242,0.11538555153742236,121,0.02624651491907443,24,116,4.653698627267554
2024-02-29,South,C,Retail,Team3,109357.7754749708,74746.94039560387,34610.83507936692,1063,0.08696089749315417,145,0.07932372691732656,33,95,4.579285823937089
2024-02-29,East,A,Online,Team1,139531.98621339985,88009.47161032849,51522.514603071366,806,0.12432685424376724,134,0.021591932232429185,38,68,4.2579540292606
2024-02-29,East,A,Online,Team2,126264.55317846869,83740.37929393102,42524.17388453767,1313,0.14374368024782128,197,0.040151951428990106,11,116,4.26738342526925
2024-02-29,East,A,Online,Team3,135081.7578464369,89344.66155698316,45737.09628945374,1025,0.1402747613982305,148,0.0769071984177294,31,73,3.6485093036965157
2024-02-29,East,A,Retail,Team1,124234.8782732911,85084.30539068762,39150.57288260349,858,0.14261865588258638,177,0.030926428329294993,27,130,3.84928056720043
2024-02-29,East,A,Retail,Team2,142076.19769216535,90741.6738819966,51334.52381016876,1077,0.13844511657595093,53,0.027936572667519824,38,147,3.8539995244751797
2024-02-29,East,A,Retail,Team3,134661.28642206886,81168.24867754943,53493.03774451943,945,0.11707631750585568,91,0.054590988530855214,15,83,4.220431403270531
2024-02-29,East,B,Online,Team1,106145.77818662822,66974.07889077233,39171.699295855884,1141,0.08958199410481651,106,0.03598990360225293,36,89,3.825949858730077
2024-02-29,East,B,Online,Team2,103362.98741206521,71833.62852025194,31529.358891813274,1254,0.12013060647255805,194,0.04512623149352439,37,111,4.174593016867688
2024-02-29,East,B,Online,Team3,99259.9345685158,68536.28657918388,30723.64798933192,828,0.10725069298293835,89,0.04623160378143461,13,108,3.8862582303101276
2024-02-29,East,B,Retail,Team1,101992.79181448146,69861.05367277253,32131.738141708935,897,0.1077654561136438,199,0.06395432583261501,10,85,4.201795612580652
2024-02-29,East,B,Retail,Team2,102417.79035305456,74453.75746147445,27964.032891580107,1306,0.12177899942418224,122,0.024508266904148528,26,50,4.144138711068058
2024-02-29,East,B,Retail,Team3,99596.91991917593,70042.56570388286,29554.35421529306,841,0.11217770589327918,84,0.06914613906045199,14,93,4.758009204669213
2024-02-29,East,C,Online,Team1,105928.61358411782,78844.23672651411,27084.37685760371,816,0.14651661476745617,104,0.05127804004481416,21,111,4.74562203090511
2024-02-29,East,C,Online,Team2,98027.6772593089,69968.12337411166,28059.553885197238,1460,0.1331325091877195,167,0.058233894787369206,17,74,4.674372956426833
2024-02-29,East,C,Online,Team3,107774.22586186625,65498.640235173894,42275.58562669235,1337,0.08275987679579541,59,0.05529582541819586,26,72,4.222548555868333
2024-02-29,East,C,Retail,Team1,106143.21315151533,71220.1342552533,34923.07889626203,1190,0.08237621850100592,166,0.06386142028749689,28,97,3.6498666276214697
2024-02-29,East,C,Retail,Team2,107784.28387109445,76716.50763618846,31067.776234905992,1171,0.13911845789745492,195,0.051346074564270136,16,66,4.3452175555761965
2024-02-29,East,C,Retail,Team3,99202.81362987548,64948.537168311486,34254.276461564,1419,0.08843968200440952,147,0.07309990139139687,20,89,4.07334181027261
2024-02-29,West,A,Online,Team1,138520.86539274483,99817.6572770155,38703.20811572933,1315,0.13535062153872746,190,0.05755348258622055,25,91,4.639664991221184
2024-02-29,West,A,Online,Team2,121777.43964067414,80692.88707650261,41084.552564171536,969,0.1493238919339244,62,0.05173622804163272,12,88,3.5123310637170473
2024-02-29,West,A,Online,Team3,131178.6136005403,90134.60695271456,41044.006647825736,1038,0.10788011687829449,152,0.05135115149807139,10,143,3.504350270655873
2024-02-29,West,A,Retail,Team1,128523.8800043562,86123.41693509807,42400.46306925813,1175,0.10010672941578572,117,0.06293319891405451,14,74,3.8604453394058056
2024-02-29,West,A,Retail,Team2,130074.65190841832,80472.71693750935,49601.93497090897,986,0.14649728287651576,110,0.03553895909610882,37,119,4.777029669604106
2024-02-29,West,A,Retail,Team3,126884.21377451762,92959.16208877771,33925.051685739905,1143,0.11271810578749088,126,0.07935109458880153,16,101,3.584482332327762
2024-02-29,West,B,Online,Team1,106690.85370068903,67704.45587104124,38986.39782964779,1042,0.1158881957711556,123,0.02281672142886878,34,139,3.547751518654598
2024-02-29,West,B,Online,Team2,99342.06687868421,73869.82110015031,25472.245778533907,1316,0.08404898735943775,96,0.03297944138219321,18,148,4.276456294159443
2024-02-29,West,B,Online,Team3,92504.96397578166,62652.426987068495,29852.536988713167,861,0.1497435043064707,52,0.06894998749943707,15,62,3.79096289926941
2024-02-29,West,B,Retail,Team1,101886.87695919773,69338.72321885524,32548.153740342488,1128,0.1426445008859488,150,0.025489210243865294,18,105,3.845280055365318
2024-02-29,West,B,Retail,Team2,103717.4955139467,70800.5293381147,32916.966175832,1025,0.10859172491494891,87,0.03558522702561957,14,97,4.144638455602402
2024-02-29,West,B,Retail,Team3,106418.04826952735,65144.54597919481,41273.502290332544,1115,0.08766282020381178,77,0.02456785156941801,26,89,4.647778149878699
2024-02-29,West,C,Online,Team1,105537.47384208629,72366.8179885006,33170.65585358569,839,0.12746113067913445,140,0.0718695728184409,10,55,4.177638405834539
2024-02-29,West,C,Online,Team2,101179.4727488385,73883.69151157458,27295.781237263916,891,0.13954072103659693,108,0.029624006319804323,22,94,4.406712900170069
2024-02-29,West,C,Online,Team3,106042.6041238929,75598.56736824743,30444.036755645473,806,0.1417145992939245,94,0.07231061166471392,28,80,4.573561775734191
2024-02-29,West,C,Retail,Team1,108658.44400620458,67295.4862955653,41362.95771063928,1162,0.09600376130674465,88,0.029645593762898492,13,51,4.581774431345064
2024-02-29,West,C,Retail,Team2,99871.43176215334,64222.89545686913,35648.53630528421,845,0.1028503503552305,66,0.02695063140681546,11,109,3.5117941260485424
2024-02-29,West,C,Retail,Team3,101017.07375589205,73015.33416399476,28001.73959189729,1125,0.09983400637859072,123,0.045934447033550735,11,112,4.009796574878756
2024-03-31,North,A,Online,Team1,135385.89330334624,97250.53666468081,38135.35663866543,1283,0.08474859413736203,66,0.06625905755192812,26,59,4.115646054965615
2024-03-31,North,A,Online,Team2,129080.52674849782,78569.77658286548,50510.750165632344,919,0.0832019423668759,99,0.07940890236503882,24,78,4.079745799113418
2024-03-31,North,A,Online,Team3,138118.33471262903,90818.5838149632,47299.75089766583,828,0.0815486486070298,183,0.04231001175432347,28,124,4.388283989588457
2024-03-31,North,A,Retail,Team1,141227.08137527734,94182.27949500522,47044.80188027212,1229,0.1127977591738009,53,0.045570878134158374,22,88,4.185131325075421
2024-03-31,North,A,Retail,Team2,129886.9757912086,94296.91503128131,35590.06075992729,1486,0.1276349511452299,71,0.027880107584562684,12,130,4.7522076494721714
2024-03-31,North,A,Retail,Team3,136985.50989393148,82834.50044779338,54151.009446138094,820,0.14366671576634726,150,0.058311556859845126,15,68,3.856479763053271
2024-03-31,North,B,Online,Team1,101772.0699182225,74712.39095153249,27059.678966690015,1326,0.1322085908421675,113,0.07208736880943185,33,61,4.231575372246398
2024-03-31,North,B,Online,Team2,103216.69724661346,69230.52182442087,33986.175422192595,1338,0.14777353995403053,194,0.025469869424371502,17,128,4.0898017249868674
2024-03-31,North,B,Online,Team3,100148.95288593374,72059.14194991557,28089.81093601817,1492,0.14382852244719377,171,0.056999018871244284,23,64,4.125979056966315
2024-03-31,North,B,Retail,Team1,102116.53800442934,63066.78872311897,39049.749281310374,1072,0.12251145137838698,133,0.045818353693967764,15,97,4.1390729107638675
2024-03-31,North,B,Retail,Team2,102640.52207455394,65725.75676460686,36914.76530994708,1143,0.11032727242801589,113,0.04731320894490807,17,70,3.5941809541329266
2024-03-31,North,B,Retail,Team3,98594.74171262559,64961.515150243395,33633.226562382195,1165,0.14822898963094827,81,0.05941903145386958,34,82,4.738443229450332
2024-03-31,North,C,Online,Team1,103289.98496060033,73581.12514173474,29708.85981886559,1352,0.09694315111037692,170,0.05425427011064986,24,129,4.127063296017069
2024-03-31,North,C,Online,Team2,104345.58354890531,65899.7075792284,38445.87596967691,1472,0.11917540784408398,146,0.051062698603082685,10,126,3.607261094772548
2024-03-31,North,C,Online,Team3,99644.4591384865,64600.918342194534,35043.54079629197,965,0.11972785937830907,171,0.06803520194654497,11,93,3.6359381924347205
2024-03-31,North,C,Retail,Team1,107375.62137608645,74675.93685174473,32699.68452434172,1434,0.08221103013779495,55,0.05699627491174844,18,125,4.632259860869911
2024-03-31,North,C,Retail,Team2,106475.96610013866,69307.07273916418,37168.89336097447,1050,0.11390789133018284,133,0.0531800871555175,15,107,4.51898231944452
2024-03-31,North,C,Retail,Team3,105175.85900840985,70692.43644100829,34483.42256740156,926,0.11684818626552793,155,0.0463164329893723,27,61,3.8212342042131904
2024-03-31,South,A,Online,Team1,132642.1187656492,95297.36373540682,37344.75503024239,1494,0.08305631603951528,93,0.05332181305625787,27,132,3.7969911637306883
2024-03-31,South,A,Online,Team2,135153.5088122689,101290.80899292193,33862.69981934698,858,0.12552279804428557,84,0.033233667495339396,31,112,3.7646517644449156
2024-03-31,South,A,Online,Team3,136116.8863633942,101286.90039007334,34829.98597332087,823,0.10978453341136526,53,0.06412101791994515,39,69,4.156298346460923
2024-03-31,South,A,Retail,Team1,139558.77338296856,95108.61722261693,44450.15616035163,1407,0.12116408646630554,166,0.043730910190940914,13,115,4.277040634832623
2024-03-31,South,A,Retail,Team2,140798.91927982363,105433.04637623529,35365.872903588344,985,0.14386543419316836,61,0.04303082911206778,27,89,4.586797482915572
2024-03-31,South,A,Retail,Team3,143467.73387251352,91154.9239313155,52312.80994119802,1319,0.10837171281600204,136,0.05795243199357837,23,127,4.1663997667675465
2024-03-31,South,B,Online,Team1,102481.51253983697,68209.11306530432,34272.39947453265,1301,0.1409524930890758,160,0.05557510398990691,16,138,4.361407662710817
2024-03-31,South,B,Online,Team2,105289.80736612807,64678.39429296926,40611.41307315881,944,0.10737570756562324,77,0.03548800596206765,14,54,3.922747083492103
2024-03-31,South,B,Online,Team3,103661.49399344054,77276.8611619326,26384.632831507945,1102,0.09642718267830858,59,0.02440980483980076,23,129,4.175706133122823
2024-03-31,South,B,Retail,Team1,107732.51940865358,70085.44183204135,37647.077576612224,1160,0.11016212665632641,69,0.05527306226662322,21,50,3.828286116698045
2024-03-31,South,B,Retail,Team2,99517.49116259585,68749.74043536339,30767.75072723246,1486,0.12646631693352636,98,0.07065022693815183,21,105,4.260960673715777
2024-03-31,South,B,Retail,Team3,98437.02249580593,71882.71943333544,26554.303062470484,1419,0.11779340876515487,197,0.036184976691019374,11,122,4.190520386401341
2024-03-31,South,C,Online,Team1,105345.42013615125,77964.17049311067,27381.249643040588,960,0.11550643660818746,61,0.028900592057725334,30,137,4.39175805677788
2024-03-31,South,C,Online,Team2,100825.22567733933,60757.983596554965,40067.24208078437,1016,0.12473839564708503,88,0.04728439133803154,24,92,4.135500554333996
2024-03-31,South,C,Online,Team3,101644.33117981242,61443.59553223741,40200.73564757501,1107,0.12932765339156527,173,0.06040594599949503,27,134,3.622070930526244
2024-03-31,South,C,Retail,Team1,108016.95011677039,75708.03448797586,32308.915628794522,1151,0.096419290533438,135,0.03531839148370591,10,104,4.772220673620689
2024-03-31,South,C,Retail,Team2,105485.77918431965,67154.57758548346,38331.20159883618,1337,0.14082334891351028,162,0.02182322358181021,17,138,4.396384776341029
